show,year,summary,rating,votes,run_time,actors,director
Avatar: The Last Airbender,2005,"After getting a house to stay in, Aang and company are given a tour of Ba Sing Se. As they try to get in to tell the Earth King the news, they find that nothing is quite what is seems. Jet ...",8.7,2857,25,"Zach Tyler, Mae Whitman, Jack De Sena, Michaela Jill Murphy",Lauren MacMullan
Avatar: The Last Airbender,2005,"In a nearby Earth Village, the gang meets a teenage earthbender named Haru. This village lives in fear of the Fire Nation, for soldiers there capture any earthbenders they can find.",8.0,3229,25,"Zach Tyler, Mae Whitman, Jack De Sena, Dee Bradley Baker",Dave Filoni
Avatar: The Last Airbender,2005,"Aang, Katara, and Sokka have their friendship tested by a charismatic Rebel Leader who is fighting against the Fire Nation.",7.8,3164,25,"Zach Tyler, Mae Whitman, Jack De Sena, Dee Bradley Baker",Dave Filoni
Avatar: The Last Airbender,2005,"The gang arrives at Kyoshi Island and are captured by some Kyoshi warriors. When Aang reveals that he is the avatar, news quickly spreads out and suddenly reaches to Prince Zuko who then goes to Kyoshi Island to capture him.",8.2,3339,23,"Zach Tyler, Mae Whitman, Jack De Sena, Dante Basco",Giancarlo Volpe
Avatar: The Last Airbender,2005,"When he meets an outcast from the Fire Nation, Aang is impatient to skip ahead in his training.",8.6,3013,25,"Zach Tyler, Mae Whitman, Jack De Sena, Dee Bradley Baker",Lauren MacMullan
Avatar: The Last Airbender,2005,The gang visits a village where a fortuneteller lives who is said to never be wrong. Aang tries to show Katara how he feels about her.,7.9,3007,24,"Zach Tyler, Mae Whitman, Jack De Sena, Dee Bradley Baker",Dave Filoni
Avatar: The Last Airbender,2005,Aang is upset when he finds an old Air Temple has been desecrated by an old inventor and his son.,8.0,2908,24,"Zach Tyler, Mae Whitman, Jack De Sena, Dee Bradley Baker",Dave Filoni
Avatar: The Last Airbender,2005,"While Katara herself becomes a great waterbending master, Commander Zhao plans a siege on the Northern Water Tribe. Meanwhile, Sokka's on a mission to stop this siege while Aang tries to buy them some time.",9.4,3721,25,"Zach Tyler, Mae Whitman, Jack De Sena, Dante Basco","Dave Filoni, Lauren MacMullan"
Avatar: The Last Airbender,2005,"The heroes finally arrive at the North Pole. But for Katara, the trip may have been in vain, as Master Pakku refuses to teach girls waterbending.",8.7,3007,24,"Zach Tyler, Mae Whitman, Jack De Sena, Dante Basco",Giancarlo Volpe
Avatar: The Last Airbender,2005,"As Zuko tries to make it by in exile without his uncle, he remembers how his father became Firelord and what happened to his mother.",9.6,4263,25,"Dante Basco, Grey Griffin, Mako, Gary Anthony Sturgis",Lauren MacMullan
Avatar: The Last Airbender,2005,Sokka and Katara meet a friend of their father who offers to take them to join the Water Tribe's navy. Aang fears his friends will choose seeing their father again over staying with him.,7.9,2946,25,"Zach Tyler, Mae Whitman, Jack De Sena, Dante Basco",Giancarlo Volpe
Avatar: The Last Airbender,2005,Aang's abilities as an airbender are challenged by a king.,8.2,3338,25,"Zach Tyler, Mae Whitman, Jack De Sena, Dee Bradley Baker",Anthony Lioi
Avatar: The Last Airbender,2005,"Aang and friends arrive in the Earth Kingdom to begin his earthbending training, but a local general convinces Aang that all he needs to do is learn to control his Avatar state. Azula, ...",8.7,3009,25,"Zach Tyler, Mae Whitman, Jack De Sena, Dante Basco",Giancarlo Volpe
Avatar: The Last Airbender,2005,"Aang hears a swamp calling to him. In the swamp, Aang and the gang find out that this is not any natural swamp.",7.7,2882,25,"Zach Tyler, Mae Whitman, Jack De Sena, Dante Basco",Giancarlo Volpe
Avatar: The Last Airbender,2005,"On their way to Omashu, Team Avatar is forced to travel underground to avoid Fire Nation attacks. Iroh and Zuko adjust to life as fugitives.",8.2,2965,25,"Zach Tyler, Mae Whitman, Jack De Sena, Dante Basco",Lauren MacMullan
Avatar: The Last Airbender,2005,Aang and Katara inadvertently set off a trap the brings the warmongering Fire Nation to the Southern Water Tribe's peaceful village at the South Pole.,8.3,3550,25,"Zach Tyler, Mae Whitman, Jack De Sena, Dante Basco",Dave Filoni
Avatar: The Last Airbender,2005,"A series of short stories covering some of the time spent by Katara, Toph, Iroh, Sokka, Aang, Zuko and Momo as they live in Ba Sing Se.",9.3,4347,25,"Zach Tyler, Mae Whitman, Jack De Sena, Michaela Jill Murphy",Ethan Spaulding
Avatar: The Last Airbender,2005,"Finding the city of Aang's old friend, King Bumi, captured by the Fire Nation, the heroes hatch a plan to rescue Aang's earthbending teacher. Azula gathers two old friends to help her hunt the Avatar.",8.4,2812,25,"Zach Tyler, Mae Whitman, Jack De Sena, Dee Bradley Baker",Ethan Spaulding
Avatar: The Last Airbender,2005,"Aang begins to learn earthbending from Toph; Uncle Iroh resumes teaching Zuko firebending to better prepare him for facing Azula, and reveals a new technique he learned from watching waterbenders.",8.6,2836,25,"Zach Tyler, Mae Whitman, Jack De Sena, Michaela Jill Murphy",Ethan Spaulding
Avatar: The Last Airbender,2005,"While looking for an Earthbending teacher, Aang, and his friends discover a young blind girl with secrets of her own.",9.2,3451,25,"Zach Tyler, Mae Whitman, Jack De Sena, Michaela Jill Murphy",Ethan Spaulding
Avatar: The Last Airbender,2005,"In this special episode, we go back in time to the moment Appa was stolen, will find out where he has gone and who he has met along the way and more importantly where he is now!",8.9,3130,25,"Zach Tyler, Michaela Jill Murphy, Dante Basco, Dee Bradley Baker",Giancarlo Volpe
Avatar: The Last Airbender,2005,"To contact the spirit of the previous Avatar, Aang must reach a temple in the Fire Nation before the sun sets on the following day. There he will learn what he must do to restore balance to...",8.9,3386,24,"Zach Tyler, Mae Whitman, Jack De Sena, Dante Basco",Giancarlo Volpe
Avatar: The Last Airbender,2005,The legend of the Avatar is told. Katara and Sokka find a strange boy within an iceberg.,8.1,3969,23,"Zach Tyler, Mae Whitman, Jack De Sena, Dante Basco",Dave Filoni
Avatar: The Last Airbender,2005,"Team Avatar is getting chased by a mysterious machine, they become sleep deprived when they try to get away from Azula and her two friends. Katara and Toph get into a heated argument, she ...",9.1,3097,25,"Zach Tyler, Mae Whitman, Jack De Sena, Michaela Jill Murphy",Giancarlo Volpe
Avatar: The Last Airbender,2005,"After his departure from the Southern Air Temple 100 years ago, an excited Aang finally returns home but is disillusioned by what he finds there.",8.5,3469,25,"Zach Tyler, Mae Whitman, Jack De Sena, Dante Basco",Lauren MacMullan
Avatar: The Last Airbender,2005,Aang and friends visit a village being terrorized by an angry spirit. Iroh is captured by Earth Kingdom soldiers.,8.2,3158,25,"Zach Tyler, Mae Whitman, Jack De Sena, Dante Basco",Lauren MacMullan
Avatar: The Last Airbender,2005,The heroes work together to stop Azula's destructive plans; Zuko finds companionship in an unlikely source and learns the time has come to make an imperative choice about his future.,9.6,4212,25,"Zach Tyler, Mae Whitman, Jack De Sena, Michaela Jill Murphy",Michael Dante DiMartino
Avatar: The Last Airbender,2005,"Katara, desperate to improve her abilities and teach Aang, steals an expensive waterbending scroll from pirates, causing them to pursue the group.",8.0,3068,25,"Zach Tyler, Mae Whitman, Jack De Sena, Dante Basco",Anthony Lioi
Avatar: The Last Airbender,2005,"When Aang is captured by the Fire Nation, his only hope is a mysterious masked figure.",9.2,3587,25,"Zach Tyler, Mae Whitman, Jack De Sena, Dante Basco",Dave Filoni
Avatar: The Last Airbender,2005,"After getting tickets for the ferry headed to Ba Sing Se, the gang meets an old friend. They skip the ferry ride to help some refugees, one of which is going to have a baby, get to Ba Sing ...",8.4,2750,24,"Zach Tyler, Mae Whitman, Jack De Sena, Michaela Jill Murphy",Ethan Spaulding
Avatar: The Last Airbender,2005,Aang is tested as the Avatar when he must help two feuding clans cross a dangerous canyon peacefully.,7.0,3270,25,"Zach Tyler, Mae Whitman, Jack De Sena, Dee Bradley Baker",Giancarlo Volpe
Avatar: The Last Airbender,2005,"Lost in the desert without Appa, Team Avatar must find a way out. Iroh and Zuko make contact with a secret organization.",8.8,2923,25,"Zach Tyler, Mae Whitman, Jack De Sena, Michaela Jill Murphy",Lauren MacMullan
Avatar: The Last Airbender,2005,"When he learns that there is a lost Library with all the knowledge in the world, Sokka convinces the others to seek it out in hopes of finding a weakness of the Fire Nation.",8.8,2961,25,"Zach Tyler, Mae Whitman, Jack De Sena, Michaela Jill Murphy",Giancarlo Volpe
Avatar: The Last Airbender,2005,"Aang relives the events after finding out that he is the Avatar 100 years ago and tells them to Katara, while Iroh tells the story of Zuko's scar and banishment to the crew.",9.1,3555,25,"Zach Tyler, Mae Whitman, Jack De Sena, Dante Basco",Lauren MacMullan
Avatar: The Last Airbender,2005,"After arriving at the great wall of Ba Sing Se, Aang and the gang discover that the Fire Nation has constructed a great drilling machine to penetrate the wall. The drill is also followed by...",9.0,3019,24,"Zach Tyler, Mae Whitman, Jack De Sena, Michaela Jill Murphy",Giancarlo Volpe
Avatar: The Last Airbender,2005,Aang receives guidance from Guru Pathik at the Eastern Air Temple; Sokka is reunited with his long-lost father; Princess Azula has something diabolical in store for her enemies; Uncle and Zuko run their own tea shop.,9.1,3068,25,"Zach Tyler, Mae Whitman, Jack De Sena, Michaela Jill Murphy",Giancarlo Volpe
Avatar: The Last Airbender,2005,The kids battle Long Feng and the Dai Li when they attempt to show the Earth King the vast conspiracy taking place in his city. Zuko becomes seriously ill and has feverish dreams as he faces a spiritual crisis.,8.6,2745,25,"Zach Tyler, Mae Whitman, Jack De Sena, Michaela Jill Murphy",Ethan Spaulding
Avatar: The Last Airbender,2005,"The Avatar gang encounters Jet in Ba Sing Se and he helps them to discover the location of Appa. But they will end up discovering something else, a secret of the city.",9.1,3049,25,"Zach Tyler, Mae Whitman, Jack De Sena, Michaela Jill Murphy",Lauren MacMullan
Avatar: The Last Airbender,2005,"On a forced vacation, Zuko, Azula, Ty Lee and Mai try to blend in with normal teenagers and learn about themselves and one another. Aang and company are attacked by an ominous assassin.",8.6,3175,25,"Zach Tyler, Mae Whitman, Jack De Sena, Michaela Jill Murphy",Joaquim Dos Santos
Avatar: The Last Airbender,2005,"When Toph discovers a quick way to make cash, Katara disapproves, and the rift between them has disastrous consequences.",8.2,2757,24,"Zach Tyler, Mae Whitman, Jack De Sena, Michaela Jill Murphy",Giancarlo Volpe
Avatar: The Last Airbender,2005,"After deciding he's the least valuable member of the team, Sokka seeks an apprenticeship with a sword-master. The rest of the gang tries to adjust to being without him. The imprisoned Iroh may not be as beaten as he seems.",8.9,3109,25,"Zach Tyler, Mae Whitman, Jack De Sena, Michaela Jill Murphy",Giancarlo Volpe
Avatar: The Last Airbender,2005,"When Aang and his friends come across a fishing village being poisoned by a nearby factory, a local legend comes to life to help the townspeople.",8.0,2898,23,"Zach Tyler, Mae Whitman, Jack De Sena, Michaela Jill Murphy",Ethan Spaulding
Avatar: The Last Airbender,2005,Creepy things are afoot when the gang meets a mysterious old innkeeper with a secret.,9.2,3426,25,"Zach Tyler, Mae Whitman, Jack De Sena, Michaela Jill Murphy",Joaquim Dos Santos
Avatar: The Last Airbender,2005,"Posing as a regular kid, Aang goes to a Fire Nation school and sees what's missing from their lives. Zuko visits his uncle in prison.",8.4,2946,25,"Zach Tyler, Mae Whitman, Jack De Sena, Michaela Jill Murphy",Joaquim Dos Santos
Avatar: The Last Airbender,2005,"Weeks after the fall of the Earth Kingdom, Aang and his friends must infiltrate the Fire Nation. Katara meets her father for the first time in years. Zuko returns home, but is uneasy with his newfound reputation.",8.8,3022,25,"Zach Tyler, Mae Whitman, Jack De Sena, Michaela Jill Murphy",Giancarlo Volpe
Avatar: The Last Airbender,2005,"As the Fire Nation continues its assault on the Northern Water Tribe, Sokka, Katara and Yue set out on a search for Aang, being guided by his spirit.",9.7,2770,24,"Zach Tyler, Mae Whitman, Jack De Sena, Dante Basco",Dave Filoni
Avatar: The Last Airbender,2005,Both Aang and Zuko must learn the history of how the war began. Zuko learns a secret about his great-grandfather's past.,9.5,3779,25,"Zach Tyler, Mae Whitman, Jack De Sena, Michaela Jill Murphy",Ethan Spaulding
Avatar: The Last Airbender,2005,"As the invasion approaches, Aang has recurring nightmares about being unprepared to face the Firelord. Zuko feels the perks and pressures of being the prince again.",7.8,2949,30,"Zach Tyler, Mae Whitman, Jack De Sena, Michaela Jill Murphy",Ethan Spaulding
Avatar: The Last Airbender,2005,The invasion seems to be succeeding until Aang learns that their arrival was anticipated. Zuko confronts his father.,9.5,3275,47,"Zach Tyler, Mae Whitman, Jack De Sena, Michaela Jill Murphy",Joaquim Dos Santos
Avatar: The Last Airbender,2005,Zuko makes a decision about his future. Aang reunites with many of his old friends in a full-scale invasion of the Fire Nation capitol to coincide with an eclipse which will remove the Fire Nation's powers.,9.2,3092,47,"Zach Tyler, Mae Whitman, Jack De Sena, Michaela Jill Murphy",Giancarlo Volpe
Avatar: The Last Airbender,2005,"The gang hides out in the Western Air Temple. Zuko tries to convince the gang of his change in heart, but they are very hesitant. Combustion Man/Sparky-Sparky Boom Man attacks again.",9.0,2986,25,"Zach Tyler, Mae Whitman, Jack De Sena, Michaela Jill Murphy",Ethan Spaulding
Avatar: The Last Airbender,2005,"Zuko has joined up with Aang's group and is now ready to teach Aang fire bending. Unfortunately, Zuko has found out that he has lost his ability and must now relearn it. Zuko and Aang ...",9.3,3294,24,"Zach Tyler, Mae Whitman, Jack De Sena, Michaela Jill Murphy",Giancarlo Volpe
Avatar: The Last Airbender,2005,"Sokka and Zuko head to the Fire Nation's most heavily guarded prison, the Boiling Rock, in hopes of finding and breaking out the captured invasion force.",8.8,2880,46,"Zach Tyler, Mae Whitman, Jack De Sena, Michaela Jill Murphy",Joaquim Dos Santos
Avatar: The Last Airbender,2005,"Trying to prove that she can trust him, Zuko helps Katara track down the man who killed her mother.",9.0,3056,24,"Zach Tyler, Mae Whitman, Jack De Sena, Michaela Jill Murphy",Joaquim Dos Santos
Avatar: The Last Airbender,2005,"The escape is planned and the heroes attempt to break from the prison that very day. But problems come when Azula, Mai and Ty Lee arrive at the prison.",9.3,3156,46,"Zach Tyler, Mae Whitman, Jack De Sena, Michaela Jill Murphy",Ethan Spaulding
Avatar: The Last Airbender,2005,"The gang, now hiding at Ember Island, watch a play about themselves and their adventures.",8.7,3246,25,"Zach Tyler, Mae Whitman, Jack De Sena, Michaela Jill Murphy",Giancarlo Volpe
Avatar: The Last Airbender,2005,Sozin's Comet is only three days away. Zuko tells the others what the Fire Lord plans on the day of the comet and the gang realizes that they must stop him before then. But Aang doubts that he can do what is expected of him.,9.2,3465,92,"Zach Tyler, Mae Whitman, Jack De Sena, Michaela Jill Murphy",Ethan Spaulding
Avatar: The Last Airbender,2005,Aang awakes on a mysterious island and confronts his past lives for advice on how to stop the Fire Lord without killing him. The rest of the group searches for Aang.,9.5,3845,92,"Zach Tyler, Mae Whitman, Jack De Sena, Michaela Jill Murphy",Giancarlo Volpe
Avatar: The Last Airbender,2005,"Zuko battles his sister with Katara's help for the right to be named Fire Lord. Elsewhere, Aang meets Ozai just as the comet arrives.",9.8,5283,92,"Zach Tyler, Mae Whitman, Jack De Sena, Michaela Jill Murphy",Joaquim Dos Santos
